seq_no,busr,api_id,org_code,own_org_code,ast_id,scope,res_data
26,EojYG5LeWP,yPT2kP2Osj,ORG2025002,ORG2025001,qcK4rC5bpC,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250004_CA20250001_20250131015346_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImEyM2I2NWM1LTI4NGMtNDBmMS1iNzgxLTFjOTczODcwNDM5MSIsImV4cCI6MTczODI5MjAyOCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQyOH0.JPQ7tj9Y2h_xPLmtmtN2qwXSqwkZGsWeu6lrd0IJXbg"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImM4Yzk4ZTA5LThmN2ItNDhjNy05MGJlLTcwZDM5ZGE2MjJhNyIsImV4cCI6MTczODM3NDgyOCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQyOH0.IPGCRZxQ1dA4VuZKTR0gYMWdI0Pcd0J2bq287isyLBs"",""refresh_token_expires_in"":86400}"
27,zA6tnRwUzE,fzyQAsQ2SO,ORG2025002,ORG2025001,pGNeh1E89z,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T01:53:49.380Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""PHP"",""saving_method"":""METHOD_03"",""issue_date"":""2023-05-10T13:27:36.367Z"",""exp_date"":""2025-12-02T00:28:56.046Z"",""commit_amt"":""664678.099"",""monthly_paid_in_amt"":""966.576""}]}"
28,uyIYFg9vrG,x6YSKSjDKM,ORG2025002,ORG2025001,YH4Yqwf8p3,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250005_CA20250001_20250131015351_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImQzZDNmYjdkLTRhZDAtNGFiYi1hZDA2LWI5M2UxN2YwYmRiNSIsImV4cCI6MTczODI5MjAzMywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQzM30.W_33FIoqpWQ0Bq6bgotCFaf12bvbPwwKgQwGbygnEXM"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImZmNmRiYzZjLTRiZjQtNDBkZC05OGZmLThkODY1MDlhZmViNCIsImV4cCI6MTczODM3NDgzMywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQzM30.vkmajnLPUSZem1xmY7DzMP_Edkpdpxx3fOEPOQGoZUQ"",""refresh_token_expires_in"":86400}"
29,RoQeSlU9mP,Dgt4ZPNij9,ORG2025002,ORG2025001,38Yl77Lhbi,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T01:53:54.635Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""USD"",""saving_method"":""METHOD_03"",""issue_date"":""2025-01-17T14:44:06.342Z"",""exp_date"":""2025-08-09T06:22:58.482Z"",""commit_amt"":""929352.738"",""monthly_paid_in_amt"":""2228.583""}]}"
30,mPUvHSNo4k,fBU38mLMZm,ORG2025002,ORG2025001,Ku98COM9Cw,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T01:53:55.263Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""USD"",""balance_amt"":""478390.069"",""withdrawable_amt"":""477984.5"",""offered_rate"":""0.028"",""last_paid_in_cnt"":12}]}"
31,GHhPMceG9C,PaInxfeWWM,ORG2025002,ORG2025001,LpMqtFroZY,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250005_CA20250001_20250131015357_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImVkODE2YTk4LWZlMjctNGMzZS04MmE5LWNlODM5OGRiYjkzOCIsImV4cCI6MTczODI5MjAzOSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQzOX0.HpEDYIxNotv8RDoi6HGeLF4qZfCKPglVTccMG_vuBAc"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImQwNTljYmMwLTU2YjgtNDcwMS04MzBmLThlMTY0YjRiMjc2NyIsImV4cCI6MTczODM3NDgzOSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQzOX0.XfuxpBpmLu1ut9qA6vIgsMqBc6EqSqj_xknD4Vw8ysk"",""refresh_token_expires_in"":86400}"
32,kdNEwWs3ca,J4Fm70P9eV,ORG2025002,ORG2025001,T5LBcDHHRv,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250005_CA20250001_20250131015402_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImE5ODMxOGMxLWY5NDctNDY1OS1hNWU0LTgzMDM0OWMwOTQ4ZCIsImV4cCI6MTczODI5MjA0NCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ0NH0.FVxcw4SSckpi7H1pci-BQokmPSK-wwmTktSNlZRYGoA"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImI4MTI4YmNjLWVhMDktNDQ4ZS04ZThiLWZiOTM4NTUzN2JhZCIsImV4cCI6MTczODM3NDg0NCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ0NH0.ow7bQBP0-kFTzwKxOCHeFPzf0liwCqSJIp5CXSrcCf4"",""refresh_token_expires_in"":86400}"
33,mbZf7jYMDX,YD80BN69NA,ORG2025002,ORG2025001,Uy12DoU67R,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T01:54:05.011Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""PHP"",""saving_method"":""METHOD_03"",""issue_date"":""2023-01-09T22:25:45.239Z"",""exp_date"":""2025-03-07T18:56:43.423Z"",""commit_amt"":""71564.101"",""monthly_paid_in_amt"":""3969.026""}]}"
34,ZRcrSYv0bo,JbIDL46ISO,ORG2025002,ORG2025001,Dt1og1hKf4,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T01:54:05.620Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""PHP"",""balance_amt"":""368079.941"",""withdrawable_amt"":""365904.411"",""offered_rate"":""0.017"",""last_paid_in_cnt"":7}]}"
35,7wcwu1R5jS,fRxhMkqzbn,ORG2025002,ORG2025001,pVwCFnnCYr,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250001_CA20250001_20250131015408_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjcwMWRmOTI3LTA4MWQtNDY5NS05ODIyLWJiMWYxMmMyYmRiOSIsImV4cCI6MTczODI5MjA1MCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ1MH0.GnE4_Kej0W5qYCqkQIGBCg84fOMqjkqOXTKQjtrtxh8"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImFjNmFjODNiLTA3OGMtNDk1ZS05MzA4LWNlMzcxZjE2Y2RiNSIsImV4cCI6MTczODM3NDg1MCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ1MH0.aBuM_TPjRR_4t5AspbjlpC4Bd4uyeKVv6Da_6vNylaQ"",""refresh_token_expires_in"":86400}"
36,Qx6XPrwM46,yG8shYB3DX,ORG2025002,ORG2025001,Uu3vJzHg4H,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T01:54:10.913Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""USD"",""saving_method"":""METHOD_03"",""issue_date"":""2024-09-01T11:00:55.582Z"",""exp_date"":""2025-03-30T03:14:50.479Z"",""commit_amt"":""938343.1310000001"",""monthly_paid_in_amt"":""4622.104""}]}"
37,iwZKXZFeBS,7zKQDwqqrH,ORG2025002,ORG2025001,u81gT5v7BV,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T01:54:11.543Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""USD"",""balance_amt"":""326006.708"",""withdrawable_amt"":""323309.993"",""offered_rate"":""0.03"",""last_paid_in_cnt"":4}]}"
38,zUz4AqjTRc,noc3BlQJRD,ORG2025002,ORG2025001,DnuiihGgeX,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250001_CA20250001_20250131015413_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImI5ZDEyN2YzLTAwNzMtNDZkYi1iZDEyLWVhZmQ4YTBkYjE0NSIsImV4cCI6MTczODI5MjA1Niwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ1Nn0.uPbLz2jk9oR31QUvmjtvQAonmax3YNobX5VFy4VH0PI"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjkzNWFjOGMwLTZiYjgtNGY3ZC05MTYyLWY2NDg4ZjJmYTZjNyIsImV4cCI6MTczODM3NDg1Niwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ1Nn0.MTxSCV6Thh9_jV5bjzmu8OpaigjbR_9PUs4rj1zNVS8"",""refresh_token_expires_in"":86400}"
39,g2239gVPse,Vc33WbXGjJ,ORG2025002,ORG2025001,m8L3plZxTR,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T01:54:16.723Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""KRW"",""saving_method"":""METHOD_02"",""issue_date"":""2023-11-22T07:51:16.123Z"",""exp_date"":""2025-06-18T19:12:33.657Z"",""commit_amt"":""853702.536"",""monthly_paid_in_amt"":""1320.99""}]}"
40,oCxoKJxts9,7wNasoIPoa,ORG2025002,ORG2025001,QWt6JHLmI1,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T01:54:17.345Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""KRW"",""balance_amt"":""871525.75"",""withdrawable_amt"":""869271.6949999999"",""offered_rate"":""0.027"",""last_paid_in_cnt"":12}]}"
41,JHUyfy3z2X,zyOjLa46B0,ORG2025002,ORG2025001,aStjZhCJ8k,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250002_CA20250001_20250131015419_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImMzNWEyNmEyLTg3YmUtNDEzNi1hMjg1LTRiMTVhODUwZTdiYyIsImV4cCI6MTczODI5MjA2MSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ2MX0.-_uZ8YBHEUS-MyoG_hHq7IbpFA4bnB1isLdkUcsqY4c"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjM3YzQ2NjY1LThlMTYtNDg2NS1iMDVmLTEzMGI0MWM0ODg0MCIsImV4cCI6MTczODM3NDg2MSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ2MX0.oYQFWKJZiQCSKaJZICJ-4QCj2e0eZzHRRO2r4QhZFbA"",""refresh_token_expires_in"":86400}"
42,ZYvkOLxtWV,YPcL9mD1pD,ORG2025002,ORG2025001,NYeZxP9Tuy,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T01:54:22.446Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""USD"",""balance_amt"":""456187.977"",""withdrawable_amt"":""454719.6"",""offered_rate"":""0.028"",""last_paid_in_cnt"":0}]}"
43,v0uI9SrgxC,Psz3HvPiX5,ORG2025002,ORG2025001,VSrSh55H22,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250005_CA20250001_20250131015424_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjllZWZhNzNiLTVjYWItNGJlNy1iMTRiLTkxZGVhNzZkNDI2OSIsImV4cCI6MTczODI5MjA2Nywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ2N30.OdvlIWUqoRRVrmxaH_7tvgDSGbOvN5-fyDkZl6vEX4o"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjBkNjg0ZmVjLTFjMDMtNDc4NS1hZDM5LTJlM2I5ZTYxNzliMiIsImV4cCI6MTczODM3NDg2Nywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ2N30.-2oA5HDDcBpbHY8IwUeYxzotMhIpgijA0Fp-k3YE1ZI"",""refresh_token_expires_in"":86400}"
44,eRMwdo9I3A,tEPKen4UQa,ORG2025002,ORG2025001,25NalhqOmR,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250001_CA20250001_20250131015429_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6Ijc3ZmZjZWVjLWEyNDktNGEzMS1iNzI4LTljYzkzZDNlMDZkYSIsImV4cCI6MTczODI5MjA3Miwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ3Mn0.6Zk-oew7hDOiKh0IdlkrW-PROHWIMf3Ry6b9LTcgarY"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImNhODkzMjNiLWY4ZWYtNDNhNi1iOTFkLTI3M2M0OGIxZGI4NCIsImV4cCI6MTczODM3NDg3Miwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ3Mn0.loX_Nvjkc681NVGvFRUqZ7g6XXnccLphSNlU61F-eM8"",""refresh_token_expires_in"":86400}"
45,YmS1dgsQ9k,CL2bE56Bqq,ORG2025002,ORG2025001,qfN6cMaepE,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T01:54:32.993Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""PHP"",""balance_amt"":""36038.896"",""withdrawable_amt"":""33123.636"",""offered_rate"":""0.041"",""last_paid_in_cnt"":11}]}"
46,s5O5ioTaRo,L2b5J7HXy9,ORG2025002,ORG2025001,79IpVP1Mwj,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250002_CA20250001_20250131015435_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6Ijc3MDgxNjJkLTE5MTEtNDk0Zi04ZjAwLTZiM2MzYjc1NjMyNyIsImV4cCI6MTczODI5MjA3Nywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ3N30.TyPlASbH5yZ4v892VQZCYsjpkNXJoFWC05uy1GU3WCk"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjBhZjNkN2NmLWU2OTktNDQ1Zi1hN2U3LWI5YTI2ODc5YjE1MiIsImV4cCI6MTczODM3NDg3Nywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ3N30.RCmDI15Wn2hCmh7HHRjLFM8b2XWRi64vYl3rt17xZC0"",""refresh_token_expires_in"":86400}"
47,rdbhIfll7U,gqkJhTnVeg,ORG2025002,ORG2025001,jxfMLycQx0,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T01:54:38.343Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""USD"",""saving_method"":""METHOD_01"",""issue_date"":""2024-03-10T16:15:11.975Z"",""exp_date"":""2025-07-05T14:20:27.282Z"",""commit_amt"":""555029.4129999999"",""monthly_paid_in_amt"":""297.04""}]}"
48,beT287qP3N,e5d979QIhA,ORG2025002,ORG2025001,1GHoBsPqdk,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T01:54:38.965Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""USD"",""balance_amt"":""37682.729"",""withdrawable_amt"":""37269.976"",""offered_rate"":""0.039"",""last_paid_in_cnt"":0}]}"
49,EVzSRY1VLk,FNN51mreMt,ORG2025002,ORG2025001,PZUYbhVUWs,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250004_CA20250001_20250131015441_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjdhODBlYmI5LTRmZTYtNDEwYy04NmRjLTM5ZjcyYjAyMDVlNCIsImV4cCI6MTczODI5MjA4Mywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ4M30.30v9MM7bsElvHv74_zfkJRoFUpaaD6BvC2k46qyUPRE"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjMxNjYzYzcxLTA4ZGUtNGJiYy05MWUwLTFkMDI2YTlkYThkNSIsImV4cCI6MTczODM3NDg4Mywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ4M30.9gtqJYzphqoVy484BKQDvCbIrPy6kqHIMdSK4US9qYc"",""refresh_token_expires_in"":86400}"
50,McAwfjDJLI,vw1jXLIEFr,ORG2025002,ORG2025001,nQQibofCtG,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T01:54:44.341Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""KRW"",""saving_method"":""METHOD_01"",""issue_date"":""2023-11-22T20:00:04.014Z"",""exp_date"":""2025-12-09T17:48:08.390Z"",""commit_amt"":""71615.685"",""monthly_paid_in_amt"":""1492.708""}]}"
51,fHYTHvOTdW,5AwdA1MhDx,ORG2025002,ORG2025001,t7IAqgE86n,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250002_CA20250001_20250131015446_XXAB00490001"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjhjZGQ1NDk0LTBhYTctNGE5Zi05MjFlLWY3OWNmZTQ1MDU5ZiIsImV4cCI6MTczODI5MjA4OSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ4OX0.taefqtVy9g4F5f0GMQ-WjBSyCv4-5tV8CHj2_nHVl7M"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjQwMjY1MzVmLThiZmUtNGMyNC1hYWQ2LTUyMTQyODIxN2I5NyIsImV4cCI6MTczODM3NDg4OSwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ4OX0.LUgTKvBdDLDvZS0o5XcgHJXgMQwUcPGzEKbueLiuYUU"",""refresh_token_expires_in"":86400}"
52,xhHDZQLoE4,Bme8W7CGlV,ORG2025002,ORG2025001,2v4GP2XDm4,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250001_CA20250001_20250131015451_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjQ5MjVjMzE1LWZiYTQtNGU0Yi04ZDI4LTk3YTk4YWMxNjVjMCIsImV4cCI6MTczODI5MjA5Mywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ5M30.ehW1CekVEwEiWZZhnzzihp_2VKSp4P196KbV7iw7SpY"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImNlZjllNzAxLTk0MTgtNDJhNy1hZGMyLTI2NTUyMzY4NjA3NyIsImV4cCI6MTczODM3NDg5Mywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ5M30.jTvXmnthudJLOfec-K8ippgePIz00jSPRh6BudOG9UA"",""refresh_token_expires_in"":86400}"
53,vc60dGKmQB,oVMKmHQYkg,ORG2025002,ORG2025001,UkXzVsWFpR,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T01:54:54.328Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""KRW"",""balance_amt"":""363438.725"",""withdrawable_amt"":""362573.68"",""offered_rate"":""0.045"",""last_paid_in_cnt"":4}]}"
54,LLiDWufevx,jFo09fs4ix,ORG2025002,ORG2025001,32ZiHFD9lr,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250003_CA20250001_20250131015456_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6ImQxNmI0NDgxLWQ0YzktNDNkOS04N2VjLTQwZWM1ZjE4ZGQ2YyIsImV4cCI6MTczODI5MjA5OCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ5OH0.jsCoYoKvVbsSvBMIeRGiF0Vm5B9npezULkfIYYY1ih8"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjM4ZWEyNWMxLTVjZDYtNGFmYi1iZTg5LWZlNzEwOTZkZTlhMiIsImV4cCI6MTczODM3NDg5OCwic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODQ5OH0.tRIija3uW7YVHzjacfNamVyraF9a3NyMX_gEdhPeS_Q"",""refresh_token_expires_in"":86400}"
55,AJcc8j4t4x,LMQEGaJehT,ORG2025002,ORG2025001,3NcQKq12i5,bank.ca,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""tx_id"":""MD_ORG2025002_ORG2025001_RA20250004_CA20250001_20250131015501_XXAB00490000"",""token_type"":""Bearer"",""access_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6Ijg3MjZiN2YyLThlMWYtNDFhYi1iNmZhLWU3ZmEyMDk4MWE5YSIsImV4cCI6MTczODI5MjEwMywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODUwM30.BeFStPQ3jxJAfM-5OXK_-GXDg4IPxoRY2TyPnVuwnD4"",""expires_in"":3600,""refresh_token"":""eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJhdWQiOiJPUkcyMDI1MDAyLUNMSUVOVC1JRCIsImp0aSI6IjIwN2U4YWU1LTQ1NDMtNDU4Ny04MWRjLTViNWQxZGYxYjZjZiIsImV4cCI6MTczODM3NDkwMywic2NvcGUiOiJpcCIsImlhdCI6MTczODI4ODUwM30.dIL7PBkZ1QL74-ybcC9HOcjtUoRpyvgxJG0SryyIGQ4"",""refresh_token_expires_in"":86400}"
56,w2UbvpIPN9,PKFxvjiBtQ,ORG2025002,ORG2025001,pzNKCt26Ge,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T01:55:04.277Z"",""basic_cnt"":1,""basicList"":[{""currency_code"":""PHP"",""saving_method"":""METHOD_02"",""issue_date"":""2024-11-10T06:45:03.935Z"",""exp_date"":""2025-03-18T11:02:17.242Z"",""commit_amt"":""843221.697"",""monthly_paid_in_amt"":""4824.575""}]}"
57,beEGE3hS4F,5DAo5nzpHB,ORG2025002,ORG2025001,TXIvQ2aG5I,bank.deposit,"{""rsp_code"":""0000"",""rsp_msg"":""Success"",""search_timestamp"":""2025-01-31T01:55:04.886Z"",""detail_cnt"":1,""detailList"":[{""currency_code"":""PHP"",""balance_amt"":""473368.299"",""withdrawable_amt"":""472275.697"",""offered_rate"":""0.011"",""last_paid_in_cnt"":9}]}"
